title,description,genre
"zbrodniarz, ktory ukradl zbrodnie",Emerytowany milicjant opowiada dziennikarzowi o podjętym przez siebie prywatnym śledztwie. ,crime
"jamon, jamon",Życiem młodego chłopaka rządzą dwie obsesje: seks i jedzenie.,drama
the transporter refueled,"Były agent specjalny Frank Martin dostaje zlecenie od tajemniczej kobiety. Okazuje się, że stał się marionetką w rękach przebiegłej femme fatale.",action
the adventures of tintin,"Reporter Tintin, kapitan Baryłka oraz pies Miluś&nbsp;wyruszają na poszukiwania zatopionego okrętu ze skarbem. Ich plany usiłuje pokrzyżować niegodziwy Sacharyna.",animation
coco avant chanel,Po nieudanej karierze piosenkarki barowej Gabrielle Chanel zatrzymuje się u przyjaciela. Wkrótce kobieta zaczyna zarabiać pieniądze na projektowaniu kapeluszy.,biography
being the ricardos,"Lucy i Desim zmagają się z kryzysem, który może zakończyć zarówno ich karierę jak i małżeństwo. ",biography
the nutcracker and the four realms,Młoda dziewczyna zostaje przeniesiona do magicznego świata żołnierzy z piernika i armii myszy. ,family
into the woods,"Starające się o dziecko małżeństwo dowiaduje się, że Czarownica rzuciła na nich urok. Aby go zdjąć, wyruszają do lasu zamieszkałego przez baśniowe postacie.",fantasy
hang em high,Omyłkowo wzięty za przestępcę Jed Cooper zostaje skazany na śmierć. Mężczyzna cudem unika kary i zamierza wymierzyć sprawiedliwość swoim niedoszłym katom. ,western
town creek," Rok 1936, miasteczko Town Creek. Wollnerowie, amerykańska rodzina niemieckiego pochodzenia, wynajmują pokój przybyłemu z Trzeciej Rzeszy profesorowi Richardowi Wirthowi.... ",horror
footloose,"Wychowany w Chicago Ren przeprowadza się do małego miasteczka, gdzie panuje zakaz tańczenia i słuchania rockowej muzyki. Chłopak buntuje rówieśników przeciwko lokalnej władzy.&nbsp;",drama
those who wish me dead,"Nastolatek jest świadkiem morderstwa, za co ściga go dwóch zabójców. Chłopiec trafia pod opiekę strażaczki, która stara się go ochronić zarówno przed prześladowcami, jak i pożarem otaczającego ich lasu. ",thriller
knocked up,"Ambitna Alison i nieporadny życiowo Ben spędzają ze sobą noc, która kończy się nieplanowaną ciążą. Chociaż dzieli ich wszystko, postanowią się związać dla dobra dziecka.",comedy
insensibles,"Wypadek samochodowy i konieczność przeszczepu powodują, że David odkrywa, iż jest adoptowany. Prywatne śledztwo w poszukiwaniu prawdziwej tożsamości prowadzi go do mrocznych czasów wojny domowej. ",fantasy
anacondas: the hunt for the blood orchid,"Ekspedycja naukowa wyrusza na tereny zamieszkane przez olbrzymie węże, by zdobyć kwiat o niezwykłych właściwościach.",horror
the flintstones in viva rock vegas,"Po zdaniu końcowego egzaminu Fred i Barney dostają dobrze płatną pracę w kamieniołomach. By uczcić sukces, udają się do Bedrock, gdzie poznają wymarzone dziewczyny.",family
zapomniana melodia, W Instytucie Dokształcającym dla Dziewcząt funkcję nauczyciela muzyki pełni konserwatywny prof. Frankiewicz (Michał Znicz). Pewnego dnia zjawia się w pensjonacie jego... ,musical
apostle,Mężczyzna stara się uratować swoją siostrę z rąk religijnej sekty.,horror
waiting...,W jednym z amerykańskich barów zostaje zatrudniony nowy pracownik. Pozostała część załogi prowadzi żółtodzioba przez tajniki i sekrety ich zawodu. ,comedy
aladdin,"Ubogi Aladyn odnajduje cudowną lampę z Dżinem i próbuje zdobyć miłość księżniczki Dżasminy, lecz na drodze staje mu wezyr Dżafar.",animation
luccello dalle piume di cristallo," Pierwszy film Dario Argento, którego akcja rozgrywa się w Rzymie. Młody amerykański pisarz, Sam (Tony Musante), jest świadkiem próby morderstwa młodej kobiety. Wydarzenie... ",crime
it,Opowieść o bestii karmiącej się dziecięcym strachem.,horror
de fem benspnd," Najnowsze dzieło Larsa von Triera, wielkiego manipulatora współczesnego kina, to prowokacja zacierająca granicę między fabułą a dokumentem. Tym razem von Trier wciągnął... ",documentary
brawl in cell block 99, Po nieudanym przemycie narkotyków były bokser trafia do więzienia.,crime
the space between us,"Młody chłopak, wychowywany przez naukowców w marsjańskiej bazie, powraca na Ziemię, by odnaleźć swojego ojca.",sci-fi
the old guard,"Czwórka odwiecznych obrońców ludzkości, których śmierć się nie ima, odkrywa nową nieśmiertelną i&nbsp;mierzy się z&nbsp;przeciwnikiem zainteresowanym ich mocami.",fantasy
death wish,"Uliczni bandyci zabijają żonę nowojorskiego architekta, który staje się nocnym mścicielem wymierzającym sprawiedliwość na własną rękę.",thriller
asterix le gaulois,"Rzymianie porywają Panoramixa, by zmusić go do sporządzenia napoju dającego nadprzyrodzoną siłę. Druid robi miksturę, ale ma ona nieoczekiwane właściwości.",animation
the lincoln lawyer,Ceniony prawnik angażuje się w sprawę pobicia prostytutki. ,crime
winnie the pooh,"Kubuś Puchatek wybiera się na poszukiwanie miodu. Po drodze odwiedza Krzysia i przekręca wiadomość, którą chłopiec mu zostawił.",animation
nocturnal animals,"Właścicielka galerii otrzymuje powieść autorstwa byłego męża. Kobieta jest porażona brutalnym thrillerem, w którym odnajduje nawiązania do swojej przeszłości.",thriller
elizabethtown,"Po druzgocącej klęsce na gruncie zawodowym, Drew Baylor dowiaduje się o śmierci ojca. Mężczyzna miał atak serca podczas wizyty u krewnych w Elizabethtown, więc syn musi tam pojechać, by sprowadzić jego ciało do domu. ",comedy
infinite,"Mężczyzna uświadamia sobie, że halucynacje, których doznaje, to w rzeczywistości wizje jego przeszłych żyć.",sci-fi
nattevagten," Student prawa, Martin, znajduje pracę na stanowisku nocnego strażnika w instytucie medycznym. Noce ma zamiar spędzić na nauce, ale jedno miejsce nie daje mu spokoju... ",horror
army of the dead,Podczas wybuchu epidemii zombie grupa najemników próbuje dokonać zuchwałej kradzieży w strefie kwarantanny wyznaczonej na terenie Las Vegas.,horror
the chronicles of narnia: the silver chair,"Eustachy i Julia Pole zostają wezwani do Narnii, aby odnaleźć syna Kaspiana X, królewicza Riliana. W misji pomaga dzieciom błotowij,&nbsp;Błotosmętek.",family
space chimps,"Wysłane w kosmos szympansy trafiają na planetę, którą rządzi bezwzględny tyran. ",animation
arthur et la vengeance de maltazard,"Artur powraca do krainy Minimków, gdyż jest przekonany, że księżniczce Selenii grozi niebezpieczeństwo. Tymczasem wiadomość o treści S.O.S. nie pochodzi od niej.",animation
blade,"Blade, pół-wampir, pół-człowiek, walczy z pobratymcami w obronie ludzkiej rasy. ",horror
the bag man,"Po zabiciu kilku osób kryminalista zatrzymuje się w obskurnym motelu i oczekuje na przybycie szefa, nosząc przy sobie tajemniczą torbę.",crime
the football factory,"Adaptacja powieści Johna Kinga. Oprócz sobotnich imprez, narkotyków i przygodnego seksu, ulubionym zajęciem Tommy’ego są bójki z innymi kibicami piłkarskimi.",crime
bone tomahawk,Czterech mężczyzn wyrusza na ratunek grupie jeńców porwanych przez prymitywny lud kanibali.,horror
gandahar,Idylliczny świat zostaje najechany przez niszczycielską armię ferroidów.,fantasy
sofia,"Maroko. Dwudziestoletnia Sofia mieszka z rodzicami. Jest w ciąży, ale nawet sama przed sobą nie chce się do tego przyznać. ",drama
semi-pro,"Jackie Moon jest właścicielem, trenerem i czołowym zawodnikiem drużyny koszykarskiej Flint Tropics. Kiedy przed jego zespołem stanie szansa przejścia do ligi NBA postara się ją wykorzystać. ",comedy
jai perdu mon corps,"Młody mężczyzna traci głowę dla kobiety, a odcięta dłoń przemierza Paryż w poszukiwaniu właściciela.",animation
the croods: a new age,"Pierwsza prehistoryczna rodzina jest gotowa na kolejną wspaniałą przygodę! Krudowie przetrwali już jadowite bestie, klęski żywiołowe, a nawet młodzieńczą miłość, lecz teraz zmuszeni są stawić czoła swojemu największemu wyzwaniu: innej rodzinie!",animation
heart and souls," Pewnej tragicznej nocy 1959 roku w wypadku autobusu zginęli wszyscy pasażerowie. Czterech z nich właśnie przechodziło najtrudniejszy okres w swoim życiu, borykali się z... ",fantasy
nad zycie,"Gwiazda siatkówki, Agata Mróz jest o krok od zdobycia mistrzostwa świata. Niestety, kilka dni przed finałem dowiaduje się, że jest chora na białaczkę. ",biography
bad taste,Czterech agentów prowadzi śledztwo w sprawie morderstw ludzi przez kosmitów.,horror
belle: ryu to sobakasu no hime,"Suzu, siedemnastoletnia licealistka mieszkająca z ojcem w małym miasteczku, postanawia odwiedzić wirtualny świat ""U"", poszukując ukojenia po śmierci matki.",sci-fi
the autopsy of jane doe,Koroner Tilden i jego syn badają zwłoki ofiary makabrycznej zbrodni. Mężczyźni trafiają na ślady obrzędów rytualnych.,horror
tinker bell and the legend of the neverbeast,"Jelonka, beztroska i utalentowana wróżka świata zwierząt, zaprzyjaźnia się z ogromną bestią i sprowadza ją do Przystani Elfów. Nie wszystkim ten pomysł się podoba. ",animation
moana,Nastoletnia córka przywódcy plemienia chcąc ocalić swoją wyspę przed zagładą wyrusza na niebezpieczną wyprawę po oceanie.,animation
the foreigner,Mężczyzna postanawia dokonać zemsty na terrorystach IRA odpowiedzialnych za śmierć jego córki. Trop wiedzie do członka brytyjskiego rządu. ,thriller
super 8,Grupa nastolatków jest świadkiem katastrofy kolejowej. Wkrótce w mieście dochodzi do niewytłumaczalnych zjawisk.,thriller
happy family," Fay Sielska jest zwyczajną, nieco zbuntowaną nastolatką. Jej młodszy brat Max z racji nieprzeciętnej inteligencji ma na pieńku ze szkolnymi łobuzami. Rodzice natomiast... ",animation
hunter killer,"Kapitan okrętu podwodnego współpracuje z drużyną Navy SEAL w celu uratowania prezydenta Rosji, który podczas zamachu wzięty został do niewoli. ",thriller
man of the house,"Agent FBI dostaje zadanie ochrony grupy nastolatek, które były świadkami morderstwa.&nbsp;",comedy
network,Stacja telewizyjna wykorzystuje rewelacje głoszone przez obłąkanego prezentera wiadomości dla własnych korzyści.,drama
flash gordon,Okrutny Imperator Ming postanawia zniszczyć Ziemię. Flash Gordon wraz z towarzyszami rusza na ratunek.,adventure
hollywood homicide,Dorabiający jako agent nieruchomości detektyw Gavilan oraz jego partner Calden marzący o karierze aktora rozwiązują sprawę morderstwa rapera.,comedy
predator,"Oddział komandosów dostaje zadanie uwolnienia z rąk partyzantów w południowoamerykańskiej dżungli amerykańskich polityków. Na miejscu okazuje się, że ich przeciwnikiem będzie drapieżca z kosmosu.",action
no-do,"Małżeństwo z dziećmi przeprowadza się&nbsp;do nowego domu. Wkrótce kobieta odkrywa, że ma on mroczną przeszłość.",horror
the curious case of benjamin button,"Historia Benjamina Buttona, który zamiast starzeć się - młodniał.",fantasy
lost and delirious," ary Bradford (Mischa Barton) jest nieśmiałą i naiwną osobą, która przyjeżdża do fantastycznej szkoły z internatem dla dziewcząt. Zaprzyjaźnia się ze swoimi dwoma... ",romance
harvey,"Elwood P. Dowd jest miłym, dobrze wychowanym człowiekiem, który spotyka się ze swoim niewidzialnym przyjacielem, wysokim na 6 stóp królikiem. Jego rodzina zaczyna się tym niepokoić. ",family
the giver,"W świecie bez uczuć i emocji nastoletni Jonas zostaje wybrany na Odbiorcę Wspomnień, który strzeże pamięci o przeszłości. Pod wpływem mentora zaczyna dostrzegać wady opresyjnego systemu. ",drama
a dogs journey,Bailey dostaje od swojego ukochanego Ethana nowy cel: ma opiekować się jego wnuczką – CJ. Z biegiem czasu dziewczynka dorasta i wyzwania dla psa stają się coraz większe.,family
iron man 3,"Tony Stark wyrusza w podróż, by zemścić się na tych, przez których jego świat legł w gruzach.",action
the hunt,"Dwunastu nieznajomych budzi się na polanie. Nie wiedzą, gdzie są, ani jak się tam dostali. Nie wiedzą, że zostali wybrani - w bardzo konkretnym celu - na Polowanie.",thriller
earthlings," Film dokumentalny stworzony, by uświadomić przeciętnego człowieka, w jaki sposób współczesna cywilizacja wykorzystuje zwierzęta do własnych celów. Autor stawia teorię o... ",documentary
tomorrow never dies,"Szalony&nbsp;magnat&nbsp;medialny&nbsp;Elliot Carver chce wywołać wojnę między Wielką&nbsp;Brytanią a Chinami, tylko agent James Bond może go&nbsp;powstrzymać.",thriller
the man who shot liberty valance,"Naiwny prawnik postanawia przeciwstawić się zbirowi, który nęka okolicę. W walce z przestępcą pomaga mu doświadczony rewolwerowiec. ",western
maleficent,Wojna między królestwami prowadzi do przemiany Maleficent z dobrej dziewczyny w złą czarownicę. ,family
delivery man,"Anonimowy dawca nasienia dowiaduje się, że spłodził 533 dzieci. Jego potomkowie wnoszą petycję do banku spermy o ujawnienie danych ojca. ",drama
the perverts guide to ideology,Slavoj Žižek opowiada w charakterystyczny dla siebie sposób o ideologiach kształtujących naszą rzeczywistość. Jego wypowiedzi ilustrują fragmenty z klasyków kina. ,documentary
every breath you take,"Psychiatra, którego pacjentka popełniła samobójstwo, zauważa że życie jego rodziny zostaje zakłócone po tym, gdy przedstawia im chłopaka zmarłej. ",thriller
the dresser, W czasach powszechnego upadku i rozpadu całego ładu światowego (II wojna światowa) także teatr przeżywa swój kryzys. Większość z młodych aktorów została powołana do... ,drama
"il buono, il brutto, il cattivo.",Dziki Zachód. Brzydki i Dobry usiłują dotrzeć do ukrytego przez wojsko skarbu. Po piętach depcze im Zły.,western
lost river,"Billy, Bones i Rat starają się przetrwać w Detroit, rządzonym przez okrutnego Bully'ego.&nbsp;",fantasy
bebe,"Pierwszy rok z życia czwórki maluchów z różnych krańców świata, które w odmienny sposób poznają swoje otoczenie. ",documentary
survivor,"Zagraniczny oficer służb specjalnych, oskarżony o przestępstwa, których nie popełnił, próbuje zapobiec zamachowi terrorystycznemu w Nowym Jorku.",thriller
kill your darlings,"Morderstwo w 1944 roku splata ze sobą losy wielkich poetów pokolenia beatników: Allena Ginsberga, Jacka Kerouaca i Williama Burroughsa.",biography
21 bridges,Zhańbiony detektyw nowojorskiej policji otrzymuje szansę na odkupienie.,crime
the loft,"Pięciu przyjaciół w tajemnicy wynajmuje mieszkanie, które służy im do spotkań z kochankami. Kiedy znajdują ciało martwej kobiety, zaczynają się wzajemnie podejrzewać o zabójstwo. ",thriller
cats &amp; dogs,"Pod przywództwem Tinklesa, koty rozpoczynają wojnę mającą wyeliminować ich największych wrogów - psy. ",family
metallica: through the never,Podczas koncertu Metalliki członek ekipy koncertowej dostaje zlecenie odebrania ważnej przesyłki. Z pozoru łatwe zadanie zamienia się dla niego w surrealistyczną odyseję. ,musical
cet obscur objet du desir,"Zamożny Francuz opuszcza Hiszpanię, bojąc się ataku terrorystów. Gdy w pociągu zmierzającym do Paryża oblewa wodą kobietę stojącą na zewnątrz, wyjaśnia współpasażerom, dlaczego to zrobił. ",drama
